userid,phone_no,brand,description,os,ram,screen_size,processor,gpu,price,warranty
user8528,+91 8615793113,hp,"hp laptop with 4gb RAM, 13-inch screen, i5 processor, and gtx 1050 GPU",macos,4gb,13,i5,gtx 1050,47978,yes
user8539,+91 9327030286,acer,"acer laptop with 8gb RAM, 17-inch screen, i5 processor, and rtx 3070 GPU",linux,8gb,17,i5,rtx 3070,102503,yes
user9418,+91 9443443001,mi,"mi laptop with 4gb RAM, 15-inch screen, i5 processor, and rtx 3060 GPU",windows,4gb,15,i5,rtx 3060,46879,no
user7308,+91 9587763621,asus,"asus laptop with 2gb RAM, 14-inch screen, ryzen 3 processor, and rtx 3080 GPU",windows,2gb,14,ryzen 3,rtx 3080,42636,no
user2692,+91 9966226879,acer,"acer laptop with 8gb RAM, 14-inch screen, i9 processor, and gtx 1650 GPU",linux,8gb,14,i9,gtx 1650,54563,yes
user1404,+91 7768331982,mi,"mi laptop with 4gb RAM, 13-inch screen, ryzen 9 processor, and gtx 1050 GPU",linux,4gb,13,ryzen 9,gtx 1050,48067,yes
user4866,+91 8610461760,acer,"acer laptop with 4gb RAM, 17-inch screen, i7 processor, and rtx 2060 GPU",macos,4gb,17,i7,rtx 2060,47493,no
user3376,+91 9271285569,lenovo,"lenovo laptop with 32gb RAM, 13-inch screen, ryzen 9 processor, and rtx 3080 GPU",linux,32gb,13,ryzen 9,rtx 3080,225116,yes
user4261,+91 9341288201,asus,"asus laptop with 32gb RAM, 14-inch screen, ryzen 3 processor, and rtx 3070 GPU",macos,32gb,14,ryzen 3,rtx 3070,211757,yes
user5593,+91 9201349645,apple,"apple laptop with 8gb RAM, 14-inch screen, i3 processor, and gtx 1050 GPU",macos,8gb,14,i3,gtx 1050,159000,yes
user8227,+91 7776659337,acer,"acer laptop with 8gb RAM, 13-inch screen, i7 processor, and rtx 3080 GPU",macos,8gb,13,i7,rtx 3080,132659,yes
user2778,+91 8227940906,acer,"acer laptop with 2gb RAM, 17-inch screen, i3 processor, and gtx 1050 GPU",macos,2gb,17,i3,gtx 1050,36308,no
user6681,+91 7135716202,hp,"hp laptop with 32gb RAM, 14-inch screen, ryzen 7 processor, and rtx 3080 GPU",macos,32gb,14,ryzen 7,rtx 3080,186297,yes
user8149,+91 7140841959,lenovo,"lenovo laptop with 32gb RAM, 13-inch screen, ryzen 9 processor, and rtx 3070 GPU",windows,32gb,13,ryzen 9,rtx 3070,281790,yes
user9695,+91 8677232249,mi,"mi laptop with 8gb RAM, 14-inch screen, i3 processor, and gtx 1050 GPU",linux,8gb,14,i3,gtx 1050,102209,yes
user5763,+91 9875496311,hp,"hp laptop with 4gb RAM, 16-inch screen, i9 processor, and gtx 1650 GPU",linux,4gb,16,i9,gtx 1650,58893,yes
user3428,+91 7968869870,mi,"mi laptop with 4gb RAM, 13-inch screen, ryzen 9 processor, and rtx 2060 GPU",macos,4gb,13,ryzen 9,rtx 2060,51905,no
user7202,+91 7436947038,lenovo,"lenovo laptop with 8gb RAM, 13-inch screen, ryzen 5 processor, and rtx 3070 GPU",windows,8gb,13,ryzen 5,rtx 3070,112055,yes
user6093,+91 7356501322,acer,"acer laptop with 4gb RAM, 15-inch screen, ryzen 9 processor, and rtx 3080 GPU",linux,4gb,15,ryzen 9,rtx 3080,63652,yes
user2961,+91 7993762264,lenovo,"lenovo laptop with 32gb RAM, 16-inch screen, i3 processor, and rtx 2060 GPU",linux,32gb,16,i3,rtx 2060,187366,yes
user2120,+91 7015234522,apple,"apple laptop with 16gb RAM, 16-inch screen, i9 processor, and rtx 3070 GPU",macos,16gb,16,i9,rtx 3070,175000,no
user8248,+91 7819352840,mi,"mi laptop with 4gb RAM, 13-inch screen, i7 processor, and rtx 3070 GPU",macos,4gb,13,i7,rtx 3070,54028,no
user9773,+91 7824317620,acer,"acer laptop with 16gb RAM, 15-inch screen, ryzen 7 processor, and rtx 3070 GPU",linux,16gb,15,ryzen 7,rtx 3070,175057,no
user1744,+91 9353183687,hp,"hp laptop with 16gb RAM, 13-inch screen, i3 processor, and rtx 3070 GPU",windows,16gb,13,i3,rtx 3070,76567,no
user7875,+91 8584557074,lenovo,"lenovo laptop with 4gb RAM, 13-inch screen, i7 processor, and rtx 3080 GPU",windows,4gb,13,i7,rtx 3080,49082,yes
user2546,+91 7327057018,lenovo,"lenovo laptop with 8gb RAM, 14-inch screen, i9 processor, and rtx 2060 GPU",linux,8gb,14,i9,rtx 2060,89004,no
user4438,+91 7872934617,acer,"acer laptop with 8gb RAM, 17-inch screen, i9 processor, and rtx 3070 GPU",linux,8gb,17,i9,rtx 3070,112424,yes
user3532,+91 9332005025,mi,"mi laptop with 2gb RAM, 16-inch screen, ryzen 7 processor, and rtx 3080 GPU",macos,2gb,16,ryzen 7,rtx 3080,45260,no
user3814,+91 8677699623,apple,"apple laptop with 8gb RAM, 15-inch screen, ryzen 3 processor, and gtx 1650 GPU",macos,8gb,15,ryzen 3,gtx 1650,161000,yes
user7648,+91 9405736754,acer,"acer laptop with 32gb RAM, 14-inch screen, ryzen 9 processor, and rtx 2060 GPU",windows,32gb,14,ryzen 9,rtx 2060,225318,yes
user2891,+91 7662730719,acer,"acer laptop with 4gb RAM, 13-inch screen, ryzen 9 processor, and rtx 2060 GPU",windows,4gb,13,ryzen 9,rtx 2060,57586,yes
user9832,+91 9803478644,apple,"apple laptop with 4gb RAM, 15-inch screen, i7 processor, and rtx 3070 GPU",macos,4gb,15,i7,rtx 3070,172000,no
user6590,+91 8919604306,asus,"asus laptop with 32gb RAM, 16-inch screen, ryzen 7 processor, and rtx 3060 GPU",windows,32gb,16,ryzen 7,rtx 3060,284351,yes
user6337,+91 7693565707,apple,"apple laptop with 16gb RAM, 14-inch screen, i9 processor, and rtx 3080 GPU",macos,16gb,14,i9,rtx 3080,175000,no
user8831,+91 9304145843,acer,"acer laptop with 32gb RAM, 14-inch screen, ryzen 5 processor, and rtx 2060 GPU",linux,32gb,14,ryzen 5,rtx 2060,235470,no
user9067,+91 8911633107,acer,"acer laptop with 8gb RAM, 14-inch screen, i5 processor, and rtx 3060 GPU",macos,8gb,14,i5,rtx 3060,67617,no
user4859,+91 8232758403,asus,"asus laptop with 16gb RAM, 15-inch screen, i5 processor, and rtx 3060 GPU",windows,16gb,15,i5,rtx 3060,132967,yes
user1347,+91 8778078024,lenovo,"lenovo laptop with 2gb RAM, 16-inch screen, ryzen 5 processor, and gtx 1050 GPU",windows,2gb,16,ryzen 5,gtx 1050,37699,no
user6927,+91 7913980794,apple,"apple laptop with 32gb RAM, 17-inch screen, i7 processor, and gtx 1650 GPU",macos,32gb,17,i7,gtx 1650,208758,no
user8458,+91 7051924977,acer,"acer laptop with 8gb RAM, 15-inch screen, ryzen 3 processor, and rtx 3070 GPU",windows,8gb,15,ryzen 3,rtx 3070,89342,yes
user2084,+91 7837747271,mi,"mi laptop with 8gb RAM, 17-inch screen, i3 processor, and rtx 3070 GPU",macos,8gb,17,i3,rtx 3070,90244,yes
user2508,+91 9701828297,apple,"apple laptop with 4gb RAM, 17-inch screen, i5 processor, and gtx 1050 GPU",macos,4gb,17,i5,gtx 1050,164000,yes
user9726,+91 9608600593,mi,"mi laptop with 32gb RAM, 17-inch screen, ryzen 9 processor, and gtx 1050 GPU",macos,32gb,17,ryzen 9,gtx 1050,215784,no
user4307,+91 9412845335,hp,"hp laptop with 2gb RAM, 17-inch screen, i9 processor, and gtx 1650 GPU",windows,2gb,17,i9,gtx 1650,44061,yes
user1916,+91 7191653351,hp,"hp laptop with 4gb RAM, 16-inch screen, ryzen 3 processor, and gtx 1050 GPU",linux,4gb,16,ryzen 3,gtx 1050,45899,no
user4680,+91 8948466749,acer,"acer laptop with 32gb RAM, 17-inch screen, ryzen 5 processor, and rtx 3060 GPU",linux,32gb,17,ryzen 5,rtx 3060,190884,no
user8502,+91 9293073118,asus,"asus laptop with 8gb RAM, 17-inch screen, i3 processor, and rtx 3070 GPU",windows,8gb,17,i3,rtx 3070,89439,no
user3105,+91 7399807640,apple,"apple laptop with 4gb RAM, 16-inch screen, i7 processor, and gtx 1050 GPU",macos,4gb,16,i7,gtx 1050,165000,no
user5565,+91 7145101649,apple,"apple laptop with 8gb RAM, 15-inch screen, ryzen 3 processor, and rtx 3080 GPU",macos,8gb,15,ryzen 3,rtx 3080,169000,no
user9866,+91 9331818480,apple,"apple laptop with 2gb RAM, 16-inch screen, ryzen 7 processor, and rtx 2060 GPU",macos,2gb,16,ryzen 7,rtx 2060,168000,no
user6110,+91 7006499486,mi,"mi laptop with 16gb RAM, 17-inch screen, i7 processor, and rtx 3060 GPU",windows,16gb,17,i7,rtx 3060,143463,yes
user7520,+91 9136976423,lenovo,"lenovo laptop with 2gb RAM, 13-inch screen, ryzen 9 processor, and rtx 3060 GPU",macos,2gb,13,ryzen 9,rtx 3060,43016,yes
user2355,+91 8534653950,apple,"apple laptop with 2gb RAM, 13-inch screen, i7 processor, and rtx 3070 GPU",macos,2gb,13,i7,rtx 3070,170000,yes
user6494,+91 7738822607,asus,"asus laptop with 2gb RAM, 13-inch screen, ryzen 9 processor, and rtx 3080 GPU",windows,2gb,13,ryzen 9,rtx 3080,44192,yes
user4483,+91 9453407571,hp,"hp laptop with 4gb RAM, 14-inch screen, i7 processor, and rtx 3080 GPU",windows,4gb,14,i7,rtx 3080,67037,no
user3729,+91 7356614896,mi,"mi laptop with 4gb RAM, 16-inch screen, ryzen 7 processor, and gtx 1050 GPU",windows,4gb,16,ryzen 7,gtx 1050,42804,yes
user3569,+91 8590380439,apple,"apple laptop with 32gb RAM, 15-inch screen, ryzen 3 processor, and rtx 3060 GPU",macos,32gb,15,ryzen 3,rtx 3060,201834,yes
user6590,+91 8613172124,acer,"acer laptop with 4gb RAM, 17-inch screen, ryzen 7 processor, and rtx 3080 GPU",linux,4gb,17,ryzen 7,rtx 3080,53570,yes
user2206,+91 7870360323,mi,"mi laptop with 2gb RAM, 17-inch screen, ryzen 3 processor, and rtx 3080 GPU",macos,2gb,17,ryzen 3,rtx 3080,43584,no
user3951,+91 7659284452,mi,"mi laptop with 16gb RAM, 15-inch screen, ryzen 9 processor, and rtx 3070 GPU",macos,16gb,15,ryzen 9,rtx 3070,115268,yes
user6324,+91 7986847313,hp,"hp laptop with 4gb RAM, 14-inch screen, ryzen 7 processor, and rtx 3080 GPU",windows,4gb,14,ryzen 7,rtx 3080,62656,yes
user1035,+91 8488872344,apple,"apple laptop with 16gb RAM, 14-inch screen, i7 processor, and gtx 1050 GPU",macos,16gb,14,i7,gtx 1050,163701,yes
user5154,+91 9415003318,acer,"acer laptop with 32gb RAM, 17-inch screen, i5 processor, and rtx 3060 GPU",linux,32gb,17,i5,rtx 3060,273474,no
user1622,+91 7118365606,mi,"mi laptop with 32gb RAM, 15-inch screen, ryzen 5 processor, and gtx 1650 GPU",macos,32gb,15,ryzen 5,gtx 1650,212601,no
user3144,+91 9874156563,asus,"asus laptop with 32gb RAM, 17-inch screen, ryzen 5 processor, and rtx 3080 GPU",linux,32gb,17,ryzen 5,rtx 3080,247423,no
user1192,+91 8042429131,acer,"acer laptop with 2gb RAM, 13-inch screen, i9 processor, and gtx 1050 GPU",windows,2gb,13,i9,gtx 1050,40041,no
user4195,+91 8838104333,acer,"acer laptop with 32gb RAM, 16-inch screen, i7 processor, and rtx 3080 GPU",macos,32gb,16,i7,rtx 3080,287442,no
user9318,+91 7835579170,apple,"apple laptop with 16gb RAM, 13-inch screen, ryzen 9 processor, and rtx 3080 GPU",macos,16gb,13,ryzen 9,rtx 3080,173000,no
user5777,+91 9631839684,acer,"acer laptop with 2gb RAM, 15-inch screen, ryzen 5 processor, and rtx 3070 GPU",windows,2gb,15,ryzen 5,rtx 3070,43660,no
user3831,+91 7071769430,apple,"apple laptop with 4gb RAM, 17-inch screen, i9 processor, and gtx 1650 GPU",macos,4gb,17,i9,gtx 1650,170000,no
user1612,+91 7559841046,apple,"apple laptop with 8gb RAM, 15-inch screen, ryzen 5 processor, and gtx 1650 GPU",macos,8gb,15,ryzen 5,gtx 1650,163000,no
user9965,+91 8639306073,lenovo,"lenovo laptop with 16gb RAM, 13-inch screen, i9 processor, and gtx 1050 GPU",windows,16gb,13,i9,gtx 1050,137929,no
user7398,+91 9767122643,hp,"hp laptop with 2gb RAM, 14-inch screen, i3 processor, and rtx 3080 GPU",linux,2gb,14,i3,rtx 3080,43359,no
user5615,+91 8391213454,mi,"mi laptop with 4gb RAM, 14-inch screen, i7 processor, and rtx 3060 GPU",linux,4gb,14,i7,rtx 3060,63912,yes
user6528,+91 7303950955,hp,"hp laptop with 2gb RAM, 13-inch screen, ryzen 7 processor, and rtx 3070 GPU",macos,2gb,13,ryzen 7,rtx 3070,41049,no
user2481,+91 9902119404,acer,"acer laptop with 4gb RAM, 14-inch screen, ryzen 7 processor, and rtx 2060 GPU",linux,4gb,14,ryzen 7,rtx 2060,60375,no
user3013,+91 8696793051,lenovo,"lenovo laptop with 8gb RAM, 16-inch screen, i5 processor, and gtx 1650 GPU",linux,8gb,16,i5,gtx 1650,57191,no
user1366,+91 8146928136,mi,"mi laptop with 8gb RAM, 14-inch screen, i3 processor, and gtx 1050 GPU",windows,8gb,14,i3,gtx 1050,99295,no
user1454,+91 9150652827,lenovo,"lenovo laptop with 2gb RAM, 15-inch screen, i3 processor, and gtx 1050 GPU",macos,2gb,15,i3,gtx 1050,30586,no
user9220,+91 7383636441,apple,"apple laptop with 32gb RAM, 14-inch screen, i9 processor, and gtx 1650 GPU",macos,32gb,14,i9,gtx 1650,185741,no
user8804,+91 9127381147,asus,"asus laptop with 4gb RAM, 13-inch screen, i7 processor, and gtx 1650 GPU",linux,4gb,13,i7,gtx 1650,54502,no
user9294,+91 9699027447,hp,"hp laptop with 16gb RAM, 14-inch screen, i7 processor, and gtx 1650 GPU",linux,16gb,14,i7,gtx 1650,115338,no
user9994,+91 7684416416,acer,"acer laptop with 2gb RAM, 14-inch screen, ryzen 5 processor, and rtx 3080 GPU",linux,2gb,14,ryzen 5,rtx 3080,40399,no
user7086,+91 9216361402,hp,"hp laptop with 4gb RAM, 15-inch screen, ryzen 3 processor, and rtx 3070 GPU",windows,4gb,15,ryzen 3,rtx 3070,60663,no
user2087,+91 8545867015,hp,"hp laptop with 2gb RAM, 16-inch screen, ryzen 5 processor, and gtx 1650 GPU",linux,2gb,16,ryzen 5,gtx 1650,37679,yes
user6687,+91 9674300424,hp,"hp laptop with 32gb RAM, 14-inch screen, i3 processor, and rtx 3070 GPU",linux,32gb,14,i3,rtx 3070,261028,yes
user8727,+91 7647973779,mi,"mi laptop with 32gb RAM, 13-inch screen, i3 processor, and gtx 1050 GPU",macos,32gb,13,i3,gtx 1050,186881,yes
user2988,+91 9420509534,asus,"asus laptop with 8gb RAM, 13-inch screen, i3 processor, and gtx 1050 GPU",macos,8gb,13,i3,gtx 1050,60108,no
user9702,+91 8231810389,acer,"acer laptop with 32gb RAM, 13-inch screen, ryzen 7 processor, and gtx 1050 GPU",linux,32gb,13,ryzen 7,gtx 1050,187152,no
user5278,+91 8378705373,hp,"hp laptop with 16gb RAM, 13-inch screen, i5 processor, and rtx 3080 GPU",macos,16gb,13,i5,rtx 3080,115474,yes
user5257,+91 7984595393,asus,"asus laptop with 32gb RAM, 14-inch screen, ryzen 5 processor, and rtx 3070 GPU",linux,32gb,14,ryzen 5,rtx 3070,184375,yes
user6094,+91 8981393100,apple,"apple laptop with 2gb RAM, 17-inch screen, i5 processor, and rtx 3070 GPU",macos,2gb,17,i5,rtx 3070,172000,no
user9454,+91 9337369653,mi,"mi laptop with 4gb RAM, 15-inch screen, ryzen 3 processor, and rtx 2060 GPU",windows,4gb,15,ryzen 3,rtx 2060,50908,no
user8006,+91 7941465947,apple,"apple laptop with 16gb RAM, 13-inch screen, i3 processor, and rtx 3060 GPU",macos,16gb,13,i3,rtx 3060,164000,yes
user8249,+91 7950660556,hp,"hp laptop with 4gb RAM, 13-inch screen, ryzen 5 processor, and rtx 3070 GPU",linux,4gb,13,ryzen 5,rtx 3070,46438,no
user6530,+91 8817951790,acer,"acer laptop with 16gb RAM, 17-inch screen, ryzen 5 processor, and gtx 1050 GPU",linux,16gb,17,ryzen 5,gtx 1050,103148,no
user1845,+91 7305736976,hp,"hp laptop with 16gb RAM, 13-inch screen, i3 processor, and rtx 3070 GPU",macos,16gb,13,i3,rtx 3070,106586,no
user9365,+91 8095648791,mi,"mi laptop with 32gb RAM, 15-inch screen, ryzen 5 processor, and gtx 1650 GPU",windows,32gb,15,ryzen 5,gtx 1650,227727,no
user3394,+91 8232781896,mi,"mi laptop with 32gb RAM, 15-inch screen, i9 processor, and rtx 2060 GPU",linux,32gb,15,i9,rtx 2060,258079,yes
user8150,+91 8959673939,lenovo,"lenovo laptop with 8gb RAM, 16-inch screen, i7 processor, and rtx 3060 GPU",windows,8gb,16,i7,rtx 3060,73031,yes
user7742,+91 7508667756,hp,"hp laptop with 4gb RAM, 13-inch screen, i9 processor, and rtx 3070 GPU",macos,4gb,13,i9,rtx 3070,61609,yes
user2652,+91 8822360535,hp,"hp laptop with 4gb RAM, 13-inch screen, ryzen 7 processor, and gtx 1650 GPU",windows,4gb,13,ryzen 7,gtx 1650,50002,no
user7983,+91 7940785345,hp,"hp laptop with 32gb RAM, 15-inch screen, ryzen 9 processor, and rtx 3070 GPU",macos,32gb,15,ryzen 9,rtx 3070,262298,yes
user6801,+91 7408680873,mi,"mi laptop with 4gb RAM, 14-inch screen, i7 processor, and rtx 3070 GPU",windows,4gb,14,i7,rtx 3070,50404,yes
user4096,+91 7772543717,asus,"asus laptop with 4gb RAM, 17-inch screen, i9 processor, and gtx 1050 GPU",macos,4gb,17,i9,gtx 1050,50088,no
user1234,+91 7408596753,apple,"apple laptop with 32gb RAM, 16-inch screen, ryzen 9 processor, and gtx 1650 GPU",macos,32gb,16,ryzen 9,gtx 1650,219477,yes
user9607,+91 9418544790,lenovo,"lenovo laptop with 8gb RAM, 17-inch screen, i5 processor, and gtx 1050 GPU",macos,8gb,17,i5,gtx 1050,53811,no
user7472,+91 7651507802,hp,"hp laptop with 32gb RAM, 16-inch screen, i3 processor, and rtx 3070 GPU",windows,32gb,16,i3,rtx 3070,182712,no
user5223,+91 7481464819,lenovo,"lenovo laptop with 2gb RAM, 13-inch screen, ryzen 3 processor, and rtx 3070 GPU",windows,2gb,13,ryzen 3,rtx 3070,41130,yes
user6632,+91 8814116076,lenovo,"lenovo laptop with 8gb RAM, 17-inch screen, ryzen 7 processor, and rtx 3060 GPU",macos,8gb,17,ryzen 7,rtx 3060,58403,yes
user6449,+91 9034691783,apple,"apple laptop with 32gb RAM, 17-inch screen, ryzen 5 processor, and rtx 3080 GPU",macos,32gb,17,ryzen 5,rtx 3080,192782,no
user9680,+91 9393021750,hp,"hp laptop with 2gb RAM, 16-inch screen, ryzen 9 processor, and rtx 3080 GPU",macos,2gb,16,ryzen 9,rtx 3080,50103,yes
user2823,+91 9265501212,acer,"acer laptop with 32gb RAM, 15-inch screen, i7 processor, and rtx 3070 GPU",windows,32gb,15,i7,rtx 3070,208031,no
user2546,+91 7167810013,hp,"hp laptop with 16gb RAM, 14-inch screen, i9 processor, and gtx 1650 GPU",linux,16gb,14,i9,gtx 1650,110188,yes
user9047,+91 7217700967,mi,"mi laptop with 16gb RAM, 13-inch screen, i3 processor, and rtx 3060 GPU",macos,16gb,13,i3,rtx 3060,156289,yes
user1442,+91 7187624276,mi,"mi laptop with 2gb RAM, 15-inch screen, ryzen 9 processor, and rtx 3080 GPU",linux,2gb,15,ryzen 9,rtx 3080,46369,yes
user8214,+91 8425006946,lenovo,"lenovo laptop with 32gb RAM, 16-inch screen, i7 processor, and rtx 3070 GPU",linux,32gb,16,i7,rtx 3070,265207,yes
user8207,+91 8975798442,asus,"asus laptop with 2gb RAM, 14-inch screen, i7 processor, and rtx 3070 GPU",linux,2gb,14,i7,rtx 3070,47771,no
user2332,+91 7771083860,hp,"hp laptop with 4gb RAM, 15-inch screen, i7 processor, and gtx 1650 GPU",macos,4gb,15,i7,gtx 1650,53110,no
user2105,+91 8229462912,lenovo,"lenovo laptop with 8gb RAM, 17-inch screen, ryzen 7 processor, and rtx 3060 GPU",macos,8gb,17,ryzen 7,rtx 3060,100311,yes
user5342,+91 7549247994,acer,"acer laptop with 2gb RAM, 17-inch screen, i9 processor, and rtx 3060 GPU",macos,2gb,17,i9,rtx 3060,47189,yes
user1570,+91 8358009268,acer,"acer laptop with 4gb RAM, 13-inch screen, i5 processor, and rtx 3060 GPU",linux,4gb,13,i5,rtx 3060,47042,no
user8927,+91 7443410421,hp,"hp laptop with 32gb RAM, 17-inch screen, ryzen 9 processor, and rtx 3080 GPU",windows,32gb,17,ryzen 9,rtx 3080,225235,yes
user5185,+91 7751536493,lenovo,"lenovo laptop with 4gb RAM, 14-inch screen, i3 processor, and rtx 3080 GPU",macos,4gb,14,i3,rtx 3080,59184,no
user7871,+91 8933151207,lenovo,"lenovo laptop with 2gb RAM, 13-inch screen, ryzen 7 processor, and rtx 2060 GPU",linux,2gb,13,ryzen 7,rtx 2060,36500,no
user5811,+91 8871755141,lenovo,"lenovo laptop with 32gb RAM, 17-inch screen, i9 processor, and gtx 1050 GPU",macos,32gb,17,i9,gtx 1050,243827,yes
user6135,+91 8643545955,lenovo,"lenovo laptop with 16gb RAM, 16-inch screen, ryzen 3 processor, and rtx 3080 GPU",windows,16gb,16,ryzen 3,rtx 3080,105957,yes
user3726,+91 7261635273,mi,"mi laptop with 4gb RAM, 13-inch screen, i7 processor, and rtx 3070 GPU",macos,4gb,13,i7,rtx 3070,58665,yes
user2850,+91 7814714302,apple,"apple laptop with 2gb RAM, 13-inch screen, i9 processor, and rtx 3080 GPU",macos,2gb,13,i9,rtx 3080,174000,yes
user8186,+91 9968606468,hp,"hp laptop with 2gb RAM, 17-inch screen, ryzen 5 processor, and gtx 1650 GPU",macos,2gb,17,ryzen 5,gtx 1650,37597,yes
user2245,+91 9421679050,apple,"apple laptop with 8gb RAM, 14-inch screen, i3 processor, and gtx 1650 GPU",macos,8gb,14,i3,gtx 1650,161000,yes
user4058,+91 7966111407,asus,"asus laptop with 8gb RAM, 17-inch screen, i5 processor, and gtx 1650 GPU",linux,8gb,17,i5,gtx 1650,104980,yes
user3752,+91 8983635092,mi,"mi laptop with 8gb RAM, 13-inch screen, i3 processor, and rtx 2060 GPU",windows,8gb,13,i3,rtx 2060,57418,no
user4888,+91 9650768447,mi,"mi laptop with 4gb RAM, 15-inch screen, i5 processor, and rtx 3060 GPU",macos,4gb,15,i5,rtx 3060,49197,no
user9572,+91 7180382672,mi,"mi laptop with 4gb RAM, 15-inch screen, ryzen 9 processor, and rtx 3070 GPU",linux,4gb,15,ryzen 9,rtx 3070,58485,yes
user4295,+91 9277066139,acer,"acer laptop with 4gb RAM, 14-inch screen, ryzen 3 processor, and gtx 1050 GPU",windows,4gb,14,ryzen 3,gtx 1050,50503,yes
user9190,+91 9796632524,lenovo,"lenovo laptop with 8gb RAM, 16-inch screen, ryzen 3 processor, and rtx 3060 GPU",macos,8gb,16,ryzen 3,rtx 3060,135377,no
user5391,+91 8691580686,mi,"mi laptop with 4gb RAM, 14-inch screen, ryzen 5 processor, and gtx 1050 GPU",linux,4gb,14,ryzen 5,gtx 1050,47400,yes
user1763,+91 9839386507,mi,"mi laptop with 32gb RAM, 16-inch screen, i5 processor, and gtx 1050 GPU",windows,32gb,16,i5,gtx 1050,164908,yes
user5048,+91 9186331772,apple,"apple laptop with 16gb RAM, 17-inch screen, i3 processor, and rtx 2060 GPU",macos,16gb,17,i3,rtx 2060,166000,no
user6402,+91 8464854842,acer,"acer laptop with 16gb RAM, 17-inch screen, ryzen 5 processor, and gtx 1650 GPU",linux,16gb,17,ryzen 5,gtx 1650,102690,yes
user7266,+91 7182057247,asus,"asus laptop with 32gb RAM, 17-inch screen, ryzen 9 processor, and rtx 3080 GPU",windows,32gb,17,ryzen 9,rtx 3080,224703,no
user2340,+91 9681175290,mi,"mi laptop with 32gb RAM, 16-inch screen, i9 processor, and gtx 1650 GPU",macos,32gb,16,i9,gtx 1650,206689,yes
user9681,+91 8490185484,hp,"hp laptop with 8gb RAM, 13-inch screen, i7 processor, and gtx 1050 GPU",windows,8gb,13,i7,gtx 1050,86999,no
user6718,+91 8759330778,lenovo,"lenovo laptop with 4gb RAM, 13-inch screen, i9 processor, and rtx 3060 GPU",linux,4gb,13,i9,rtx 3060,58859,no
user3497,+91 9451495766,asus,"asus laptop with 8gb RAM, 14-inch screen, i5 processor, and rtx 3070 GPU",linux,8gb,14,i5,rtx 3070,69371,no
user1046,+91 8988772351,lenovo,"lenovo laptop with 2gb RAM, 17-inch screen, i5 processor, and rtx 3060 GPU",linux,2gb,17,i5,rtx 3060,45974,yes
user1181,+91 8938964442,mi,"mi laptop with 8gb RAM, 16-inch screen, ryzen 7 processor, and gtx 1650 GPU",linux,8gb,16,ryzen 7,gtx 1650,112513,no
user9776,+91 7408551566,lenovo,"lenovo laptop with 4gb RAM, 13-inch screen, i3 processor, and rtx 2060 GPU",windows,4gb,13,i3,rtx 2060,41335,no
user2484,+91 8973330106,acer,"acer laptop with 4gb RAM, 14-inch screen, ryzen 3 processor, and rtx 2060 GPU",windows,4gb,14,ryzen 3,rtx 2060,42238,yes
user9109,+91 8388092608,mi,"mi laptop with 4gb RAM, 14-inch screen, i5 processor, and gtx 1650 GPU",linux,4gb,14,i5,gtx 1650,50762,no
user2149,+91 9738061356,acer,"acer laptop with 8gb RAM, 17-inch screen, ryzen 3 processor, and gtx 1650 GPU",windows,8gb,17,ryzen 3,gtx 1650,65922,no
user4008,+91 9174391681,asus,"asus laptop with 2gb RAM, 13-inch screen, i9 processor, and rtx 3060 GPU",macos,2gb,13,i9,rtx 3060,46623,yes
user6177,+91 7004598539,acer,"acer laptop with 4gb RAM, 15-inch screen, ryzen 7 processor, and gtx 1650 GPU",macos,4gb,15,ryzen 7,gtx 1650,53908,yes
user9438,+91 9267796202,asus,"asus laptop with 8gb RAM, 13-inch screen, i7 processor, and gtx 1650 GPU",macos,8gb,13,i7,gtx 1650,88832,yes
user8880,+91 8210490682,lenovo,"lenovo laptop with 32gb RAM, 14-inch screen, i9 processor, and rtx 3060 GPU",windows,32gb,14,i9,rtx 3060,280360,yes
user7553,+91 7893596652,hp,"hp laptop with 2gb RAM, 15-inch screen, ryzen 7 processor, and gtx 1050 GPU",windows,2gb,15,ryzen 7,gtx 1050,34918,yes
user2106,+91 8817512617,acer,"acer laptop with 32gb RAM, 15-inch screen, i3 processor, and rtx 2060 GPU",linux,32gb,15,i3,rtx 2060,213222,yes
user2609,+91 9814772355,apple,"apple laptop with 4gb RAM, 16-inch screen, i9 processor, and rtx 3060 GPU",macos,4gb,16,i9,rtx 3060,173000,yes
user8746,+91 9731045094,apple,"apple laptop with 4gb RAM, 17-inch screen, i3 processor, and rtx 3080 GPU",macos,4gb,17,i3,rtx 3080,172000,no
user4295,+91 7004828660,apple,"apple laptop with 16gb RAM, 15-inch screen, i7 processor, and rtx 3070 GPU",macos,16gb,15,i7,rtx 3070,172000,yes
user3593,+91 7301016429,hp,"hp laptop with 16gb RAM, 13-inch screen, i3 processor, and gtx 1650 GPU",linux,16gb,13,i3,gtx 1650,133239,no
user4023,+91 9888526062,mi,"mi laptop with 16gb RAM, 17-inch screen, i3 processor, and rtx 3070 GPU",macos,16gb,17,i3,rtx 3070,164980,no
user7131,+91 8899233131,asus,"asus laptop with 4gb RAM, 13-inch screen, i7 processor, and rtx 3070 GPU",linux,4gb,13,i7,rtx 3070,64684,no
user9222,+91 7751944037,acer,"acer laptop with 32gb RAM, 13-inch screen, i7 processor, and rtx 3080 GPU",macos,32gb,13,i7,rtx 3080,185032,no
